cluster;id;author;volume;title;institution;venue;address;publisher;year;pages;editor;note;month;class
0;16855;"m. kearns, l.g. valiant.";;"cryptographic limitations on learning boolean formulae and finite automata.";;"34 proceedings of the 21st a.c.m. symposium on the theory of computing,";;;1989,;"pp. 433-444.";;;;kearns1989
0;16856;"michael kearns and leslie valient.";;"cryptographic limitations on learning boolean formulae and finite automata.";;"in proceedings of the twenty-first annual acm symposium on theory of computing,";seat-tle,washington,;;1989.;"pages 433-444,";;;may;kearns1989
0;16857;"m. kearns and l. valiant.";;"cryptographic limitations on learning boolean formulae and finite automata.";;"in 21st acm symposium on theory of computing,";"seattle, wa,";;1989.;"pages 433-444,";;;;kearns1989
0;16858;"m. kearns and l. pitt.";;"a polynomial-time algorithm for learning k-variable pattern languages from examples.";;"in proceedings of the second annual workshop on computational learning theory,";"santa cruz, california,";;1989.;"pages 57-71,";;;july;kearns1989a
0;16859;"m. kearns, l. pitt.";;"a polynomial-time algorithm for learning k-variable pattern languages from examples.";;"proceedings of the 1989 workshop on computational learning theory,";;"morgan kaufmann publishers,";1989,;"pp. 57-71. 33";;;;kearns1989a
0;16860;"m. kearns, l. pitt.";;"a polynomial-time algorithm for learning k-variable pattern languages from examples.";;"proceedings of the 1989 workshop on computational learning theory,";;"morgan kaufmann publishers,";1989,;"pp. 57-71.";;;;kearns1989a
0;16861;"michael j. kearns.";;"the computational complexity of machine learning.";;;"cam bridge, massachusetts,";"mit press,";1990.;;;;;kearns1990
0;16862;"michael j. kearns.";;"the computational complexity of machine learning.";;;"cam-bridge, massachusetts,";"mit press,";1990.;;;;;kearns1990
0;16863;"m. kearns.";;"the computational complexity of machine learning.";;;;"mit press.";(1990).;;;;;kearns1990
0;16864;"kearns, m. j.";;"the computational complexity of machine learning,";;;"cambridge, mas-sachusetts, usa.";"mit press,";(1990).;;;;;kearns1990
0;16865;"michael j. kearns.";;"the computational complexity of machine learning.";;;"boston, ma,";"mit press,";1990.;;;;;kearns1990
0;16866;"kearns, m.";;"the computational complexity of machine learning.";;;;"the mit press.";(1990).;;;;;kearns1990
0;16867;"michael kearns.";;"the computational complexity of machine learning.";;;;"mit press,";1990.;;;;;kearns1990
0;16868;"michael kearns.";;"the computational complexity of machine learning.";;;;"mit press,";1990.;;;;;kearns1990
0;16869;"michael kearns.";;"the computational complexity of machine learning.";;;;"mit press,";1990.;;;;;kearns1990
0;16870;"michael kearns.";;"the computational complexity of machine learning.";;;;"mit press,";1990.;;;;;kearns1990
0;16871;"m. kearns.";;"the computational complexity of machine learning.";"harvard university,";"phd thesis,";;;1989.;;;"to be published by mit press in the acm distinguished dissertation series.";;kearns1990
0;16872;"kearns, m.";;"the computational complexity of machine learning.";;;;"the mit press.";(1990).;;;;;kearns1990
0;16873;"michael j. kearns.";;"the computational complexity of machine learning.";;;"cambridge, massachusetts,";"mit press,";1990.;;;;;kearns1990
0;16874;"kearns, m.";;"the computational complexity of machine learning.";;;"cambridge, ma:";"mit press.";(1990.),;;;;kearns1990;kearns1990
0;16875;"michael j. kearns.";;"the computational complexity of machine learning.";;;"cambridge, ma,";"mit press,";1990.;;;;;kearns1990
0;16876;"m. j. kearns.";;"the computational complexity of machine learning.";;"acm distinguished dissertation series.";"cambridge, ma.,";"the mit press,";1989.;;;;;kearns1990
0;16877;"kearns, m.";;"the computational complexity of machine learning.";;;;"the mit press.";(1990).;;;;;kearns1990
0;16878;"m.j. kearns.";;"the computational complexity of machine learning.";;;"cambridge, ma (1990).";"mit press,";;;;;;kearns1990
0;16879;"m. kearns.";;"the computational complexity of machine learning.";"harvard university,";"doctoral dissertation,";;;1989.;;;"to be published by mit press.";;kearns1990
0;16880;"michael kearns.";;"the computational complexity of machine learning.";"harvard university center for research in computing technology,";"phd thesis,";;;1989.;;;;may;kearns1990
0;16881;"michael j. kearns,";;"the computational complexity of machine learning,";;;"boston, ma,";"mit press,";1990.;;;;;kearns1990
0;16882;"kearns m. j.:";;"the computational complexity of machine learning,";;;;"mit press,";1989,;;;;kearns1990;kearns1990
0;16883;"j. p. kearns and j. e. payne.";;"performance evaluation of protocols for distributed systems: an alternative to message counting.";;"in proceedings of the winter simulation conference,";;;1990.;"pages 441-445,";;;;kearns1990b
0;16884;"m. kearns and r. schapire.";;"(1990) efficient distribution-free learning of probabilistic concepts.";;"proceedings of the 31st annual symposium on foundations of computer science (pp.";;;;382-391).;;"to appear in jcss.";;kearns1990c
0;16885;"kearns, m. & schapire, r.";;"efficient distribution-free learning of probabilistic concepts.";;"proceedings of the 31st annual symposium on the foundations of computer science (pp.";;"ieee computer society press.";(1990).;382-391).;;;;kearns1990c
0;16886;"kearns, m. j. & schapire, r. e.";;"efficient distribution-free learning of probabilistic concepts.";;"31st annual symposium on foundations of computer science (pp.";;;(1990).;382-391).;;"to appear, journal of computer and system sciences.";;kearns1990c
0;16887;"kearns, m. j. and r. e. schapire.";"volume i,";"efficient distribution-free learning of probabilistic concepts.";;"in proceedings of the thirty-first annual symposium on foundations of computer science,";;ieee.;1990.;"pages 382-391.";;;;kearns1990c
0;16888;"kearns, m. j. and schapire, r. e.";;"efficient distribution-free learning of probabilistic concepts.";;"in proceedings focs-90.";;;(1990).;;;;;kearns1990c
0;16889;"m. j. kearns and r. e. schapire.";;"efficient distribution-free learning of probabilistic concepts.";;"in proc. of the 31st symposium on the foundations of comp. sci.,";ca,;"ieee computer society press, los alamitos,";1990.;"pages 382-391.";;;;kearns1990c
0;16890;"m. j. kearns and r. e. schapire.";;"efficient distribution-free learning of probabilistic concepts.";;"in 31st annual symposium on foundations of computer science,";;;1990.;"pages 382-391,";;;;kearns1990c
0;16891;"m. j. kearns and r. e. schapire.";;"efficient distribution-free learning of probabilistic concepts.";;"in proc. of the 31st symposium on the foundations of comp. sci.,";ca,;"ieee computer society press, los alamitos,";1990.;"pages 382-391.";;;;kearns1990c
0;16892;"m. j. kearns and r. e. schapire,";;"efficient distribution-free learning of probabilistic concepts,";;"proceedings of the 31st annual ieee symposium on foundations of computer science (october 1990),";;;;382-391.,;;;kearns1990c;kearns1990c
0;16893;"michael j. kearns and robert e. schapire.";;"efficient distribution-free learning of probabilistic concepts.";;"in 31st annual symposium on foundations of computer science,";;;1990.;"pages 382-391,";;"to appear, journal of computer and system sciences.";october;kearns1990c
0;16894;"m. j. kearns and r. e. schapire.";;"efficient distribution-free learning of probabilistic concepts.";;"in proc. of the 31st symposium on the foundations of comp. sci.,";ca,;"ieee computer society press, los alamitos,";1990.;"pages 382-391.";;;;kearns1990c
0;16895;"michael j. kearns and robert e. schapire.";;"efficient distribution-free learning of probabilistic concepts.";;"in 31st annual symposium on foundations of computer science,";;;1990.;"pages 382-391,";;;;kearns1990c
0;16896;"michael j. kearns and robert e. schapire.";"volume i,";"efficient distribution-free learning of probablistic concepts.";;"in proceedings of the thirty-first annual symposium on foundations of computer science,";;ieee,;1990.;"pages 382-391.";;;;kearns1990c
0;16897;"m. j. kearns and r. e. schapire.";;"efficient distribution-free learning of probabilistic concepts.";;"in 31st annual symposium on foundations of computer science,";;;1990.;"pages 382-391,";;"to appear, journal of computer and system sciences.";october;kearns1990c
0;16898;"m. j. kearns and r. e. schapire.";;"efficient distribution-free learning of probabilistic concepts.";;"in proc. of the 31st symposium on the foundations of comp. sci.,";ca,;"ieee computer society press, los alamitos,";1990.;"pages 382-391.";;;;kearns1990c
0;16899;"m. j. kearns and r. e. shapire.";;"efficient distribution-free learning of probabilistic concepts.";;"in focs-90,";;;1990.;;;;;kearns1990c
0;16900;"m. kearns and r. schapire.";;"efficient distribution-free learning of probabilistic concepts.";;"in ieee symposium on the foundations of computer science,";;;1990.;;;;;kearns1990c
0;16901;"m. kearns and r. shapire.";;"efficient distribution-free learning of probabilistic concepts.";;"in focs-90,";;;1990.;;;;;kearns1990c
0;16902;"michael j. kearns and robert e. schapire.";;"efficient distribution-free learning of probabilistic concepts.";;"in proceedings of the thirty-first annual symposium on founda--tions of computer science,";;ieee,;1990.;"pages 382-391.";;;;kearns1990c
0;16903;"michael kearns and robert e. shapire.";;"efficient distribution-free learning of probabilistic concepts.";;"in proceedings of the 31st symposium on foundation of computer science,";;;1990.;;;;october;kearns1990c
0;16904;"michael kearns and robert schapire.";;"efficient distribution-free learning of probabilistic concepts.";;"proceedings of ieee symposium on foundations of computer science,";;;1990.;;;;october,;kearns1990c
0;16905;"m. j. kearns and r. e. schapire,";;"efficient distribution-free learning of probabilistic concepts,";;"proceedings of 31st annual ieee symposium on foundations of computer science (october 1990),";;;;382-391.,;;;kearns1990c;kearns1990c
0;16906;"m. j. kearns and r. e. schapire,";;"efficient distribution-free learning of probabilistic concepts,";;"proceedings of the 31st annual ieee symposium on foundations of computer science (october 1990),";;;;382-391.,;;;kearns1990c;kearns1990c
0;16907;"michael j. kearns and robert e. schapire.";;"efficient distribution-free learning of probabilistic concepts.";;"in 31st annual symposium on foundations of computer science,";;;1990.;"pages 382-391,";;;;kearns1990c
0;16908;"kearns, m.";;"oblivious pac learning of concepts hierarchies.";;"in proc. of the national conference on artificial intelligence (1992),";;;1992.;"pp. 215-222.";;;;kearns1992a
0;16909;"kearns, m.";;"oblivious pac learning of concepts hierarchies.";;"in proceedings of the national conference on artificial intelligence,";;;1992.;215-222.,;;;kearns1992a;kearns1992a
0;16910;"kearns, m.";;"oblivious pac learning of concepts hierarchies.";;"in proceedings of the national conference on artificial intelligence,";;;1992.;"pages 215-222.";;;;kearns1992a
0;16911;"kearns, m. j., r. e. schapire, and l. m. sellie.";;"toward efficient agnostic learning.";;"in proc. 5th annu. workshop on comput. learning theory,";"new york, ny.";"acm press,";1992.;"pages 341-352.";;;;kearns1992c
0;16912;"kearns, m. j., schapire, r. e., & sellie, l. m.";;"toward efficient agnostic learning.";;"in proceedings of the fifth acm workshop on computational learning theory,";"pittsburgh, pa.";"acm press.";(1992).;"(pp. 341-352),";;;;kearns1992c
0;16913;"kearns, m. j., schapire, r. e., and sellie, l. m.";;"toward efficient agnostic learning.";;"in proceedings of the fifth annual acm workshop on computational learning theory (1992),";;;1992.;"pp. 341-352.";;;;kearns1992c
0;16914;"kearns, m.j., schapire, r.e., and sellie, l.m.";;"toward efficient agnostic learning.";;"in proc. 5th annu. workshop on comput. learning theory.";;;(1992).;;;;;kearns1992c
0;16915;"m. kearns, r. schapire, , and l. sellie.";;"toward efficient agnostic learning.";;"in proceedings of the fifth annual acm workshop on computational learning theory (colt-92),";"pittsburgh, pennsylvania, july 1992.";"acm press.";;;;;;kearns1992c
0;16916;"m. j. kearns, r. e. schapire, and l. m. sellie.";;"toward efficient agnostic learning.";;"proceedings of the fifth annual acm workshop on computational learning theory,";"new york,";"acm press,";1992,;"pp. 341-352.";;;;kearns1992c
0;16917;"kearns, m., schapire, r., and sellie, l.";;"(1992) toward efficient agnostic learning.";;"in proc. 5th ann. workshop on computational learning theory.";"pittsburgh, pa:";"morgan kaufmann.";;;;;;kearns1992c
0;16918;"michael j. kearns, robert e. schapire, and linda m. sellie.";;"toward efficient agnostic learning.";;"in fifth annual workshop on computational learning theory,";;;1992.;"pages 341-352,";;;;kearns1992c
0;16919;"m. j. kearns, r. e. schapire, and l. m. sallie,";;"toward efficient agnostic learning,";;"in proceedings of the 5th annual workshop on computational learning theory,";;;1992,;"pp. 341-353.";;;;kearns1992c
0;16920;"michael j. kearns, robert e. schapire, and linda m. sellie.";;"toward efficient agnostic learning.";;"in proceedings of the fifth annual acm workshop on computational learning theory,";;;1992.;"pages 341-352,";;;july;kearns1992c
0;16921;"m. j. kearns, r. e. schapire, and l. m. sellie.";;"toward efficient agnostic learning.";;"in proceedings of the fifth annual acm workshop on computational learning theory,";;;1992.;"pages 341-352,";;;;kearns1992c
0;16922;"m. kearns, r. schapire and l. sellie,";;"towards efficient agnostic learning.";;;colt,;;1992.;;;;;kearns1992c
0;16923;"m. kearns, r. schapire and l. sellie,";;"towards efficient agnostic learning.";;;colt,;;1992.;;;;;kearns1992c
0;16924;"m. j. kearns, r. e. schapire, and l. m. sellie.";;"toward efficient agnostic learning.";;"in 5th colt,";;;1992.;"pages 341-352,";;;;kearns1992c
0;16925;"m. j. kearns, r. e. schapire, and l. m. sellie.";;"toward efficient agnostic leaning.";;"in proceedings colt-92,";;"acm press,";1992.;"pages 341-352.";;;;kearns1992c
0;16926;"m.j. kearns, r.e. schapire and l.m. sellie,";;"toward agnostic learning.";;"proc. 5th ann. workshop on computational learning theory,";;"acm press (1992) 341-352.";;;;;;kearns1992c
0;16927;"m. j. kearns, r. e. schapire, and l. m. sellie.";;"toward efficient agnostic learning.";;"in proc. 5th annu. workshop on comput. learning theory,";"new york, ny,";"acm press,";1992.;"pages 341-352.";;;;kearns1992c
0;16928;"m. j. kearns, r. e. schapire, and l. m. sellie.";;"toward efficient agnostic learning.";;"in proceedings of the 5th annual workshop on computational learning theory,";"new york, ny,";"acm press,";1992.;"pages 341-352.";;;;kearns1992c
0;16929;"m. j. kearns, r. e. schapire, l. m. sellie,";"341 - 352.";"toward efficient agnostic learning,";;"proc. of the 5th acm workshop on computational learning theory, 1992,";;;;;;;;kearns1992c
0;16930;"m. j. kearns, r. e. schapire, and l. m. sellie.";;"toward efficient agnostic leaning.";;"in proceedings colt-92,";;"acm press,";1992.;"pages 341-352.";;;;kearns1992c
0;16931;"m. j. kearns, r. e. schapire, and l. m. sellie.";;"toward efficient agnostic learning.";;"in proc. 5th annu. workshop on comput. learning theory,";;"acm press,";1992.;"pages 341-352.";;;;kearns1992c
0;16932;"m. j. kearns, r. e. schapire, and l. m. sellie.";;"toward efficient agnostic learning.";;"in proc. 5th workshop on computational learning theory,";"new york, ny,";"acm press,";1992.;"pages 341-352.";;;53;kearns1992c
0;16933;"m. j. kearns, r. e. schapire, and l. m. sellie.";;"toward efficient agnostic learning.";;"in proceedings of the fifth annual acm workshop on computational learning theory,";;;1992.;"pages 341-352,";;;86;kearns1992c
0;16934;"m. kearns, e. schapire and l. sellie,";;"toward efficient agnostic learning.";;"proc. of 5th annual acm conference on computational learning theory (1992) 341-352.";;;;;;;;kearns1992c
0;16935;"m. kearns, r.e. schapire, and l.m. sellie.";;"toward efficient agnostic learning.";;"in acm workshop on computational learning theory,";;;1992.;"pages 341-352,";;;;kearns1992c
0;16936;"m. j. kearns, r. e. schapire, and l. m. sel-lie.";;"toward efficient agnostic learning.";;"in proc. 5th annual workshop on computational learning theory.";;;;;;;;kearns1992c
0;16937;"m. kearns, r.e. schapire and l.m. sellie,";;"toward efficient agnostic learning.";;"5th acm workshop on computational learning theory (1992) 341-352.";;;;;;;;kearns1992c
0;16938;"m. kearns and m. li.";22;"learning in the presence of malicious errors.";;"siam j. comput.,";;;1993.;807-837,;;;;kearns1993a
0;16939;"m. kearns and m. li.";22(4);"learning in the presence of malicious errors.";;"siam journal on computing,";;;1993.;807-837,;;;;kearns1993a
0;16940;"m. kearns and m. li.";22(4);"learning in the precence of malicious error.";;"siam journal of computing,";;;1993.;;;;;kearns1993a
0;16941;"m. kearns and m. li.";;"learning in the presence of malicious errors.";;"siam journal on computing,";;;(1993).;"22 , 807-837.";;;;kearns1993a
0;16942;"kearns, m. & li, m.";22,;"learning in the presence of malicious errors.";;"siam journal on computing,";;;(1993).;807-837.,;;;kearns1993a;kearns1993a
0;16943;"m. kearns and m. li.";22;"learning in the presence of malicious errors.";;"siam j. comput.,";;;1993.;807-837,;;;;kearns1993a
0;16944;"m. kearns and m. li.";22;"learning in the presence of malicious errors.";;"siam j. comput.,";;;1993.;807-837,;;;;kearns1993a
0;16945;"michael kearns and ming li.";22(4);"learning in the presence of malicious errors.";;"siam journal on computing,";;;1993.;807-837,;;;august;kearns1993a
0;16946;"m. kearns and m. li.";22;"learning in the presence of malicious errors.";;"siam j. comput.,";;;1993.;807-837,;;;;kearns1993a
0;16947;"m. kearns and m. li.";"22 (1993),";"learning in the presence of malicious errors.";;"siam journal on computing,";;;;807-837.,;;;kearns1993a;kearns1993a
0;16948;"m. kearns and m. li.";"22 (1993),";"learning in the presence of malicious errors.";;"siam journal on computing,";;;;807-837.,;;;kearns1993a;kearns1993a
0;16949;"michael kearns and ming li.";22(4);"learning in the presence of malicious errors.";;"siam journal on computing,";;;1993.;807-837,;;;august;kearns1993a
0;16950;"michael kearns and ming li.";22(4);"learning in the presence of malicious errors.";;"siam journal on computing,";;;1993.;807-837,;;;august;kearns1993a
0;16951;"m. kearns and m. li.";22;"learning in the presence of malicious errors.";;"siam j. comput.,";;;1993.;807-837,;;;;kearns1993a
0;16952;"m. kearns and m. li.";22;"learning in the presence of malicious errors.";;"siam j. comput.,";;;1993.;807-837,;;;;kearns1993a
0;16953;"michael kearns and ming li.";22(4);"learning in the presence of malicious errors.";;"siam journal on computing,";;;1993.;807-837,;;;august;kearns1993a
0;16954;"michael kearns and ming li.";22(4);"learning in the presence of malicious errors.";;"siam journal on computing,";;;1993.;807-837,;;;august;kearns1993a
0;16955;"michael kearns and ming li.";22;"learning in the presence of malicious errors.";;"siam journal on computing,";;;1993.;807-837,;;;;kearns1993a
0;16956;"m. kearns and m. li.";22;"learning in the presence of malicious errors.";;"siam j. comput.,";;;1993.;807-837,;;;;kearns1993a
0;16957;"m. kearns, m. li,";"vol. 22,";"learning in the presence of malicious errors,";;"siam j. comput.,";;;1993,;"807 - 837.";;;;kearns1993a
0;16958;"michael kearns and ming li.";22;"learning in the presence of malicious errors.";;"siam j. comput.,";;;1993.;807-837,;;;;kearns1993a
0;16959;"m. kearns.";;"efficient noise-tolerant learning from statistical queries.";;"in proc. 25th annu. acm sympos. theory comput.,";"new york, ny,";"acm press,";1993.;"pages 392-401.";;;;kearns1993b
0;16960;"m.j. kearns.";;"efficient noise-tolerant learning from statistical queries.";;"in proc. 25th acm symp. on theory of computing,";"new york, 392-401 1993.";"acm press.";;;;;;kearns1993b
0;16961;"m. kearns.";;"efficient noise-tolerant learning from statistical queries.";;"in proceedings of the twenty-fifth annual acm symposium on theory of computing,";;;1993.;"pages 392-401,";;;;kearns1993b
0;16962;"m. kearns.";;"efficient noise-tolerant learning from statistical queries.";;"in proceedings of the twenty-fifth annual acm symposium on theory of computing,";;;1993.;"pages 392-401,";;;;kearns1993b
0;16963;"m. kearns.";;"efficient noise-tolerant learning from statistical queries.";"san-diego: the association for computing machinery.";"proceedings of the 25th annual acm symposium on theory of computing (pp.";;;(1993).;392-401).;;;;kearns1993b
0;16964;"m.j. kearns.";;"efficient noise-tolerant learning from statistical queries.";;"proceedings of the 25th acm symposium on the theory of computing,";;;1993.;;;;;kearns1993b
0;16965;"kearns, m.";;"efficient noise-tolerant learning from statistical queries,";;"in proceedings of the twenty-fifth annual acm symposium on the theory of computing, acm,";"new york,";;(1993),;"pp. 392-401.";;;;kearns1993b
0;16966;"kearns, m.";;"efficient noise-tolerant learning from statistical queries.";;"in proceedings of the twenty-fifth annual acm symposium on theory of computing,";;;(1993).;"pages 392-401.";;;;kearns1993b
0;16967;"kearns, m.";;"efficient noise-tolerant learning from statistical queries.";;"proceedings of the 25th annual acm symposium on theory of computing (pp.";"new york, ny:";"acm press.";(1993).;392-401).;;;;kearns1993b
0;16968;"kearns, m.";;"efficient noise-tolerant learning from statistical queries.";;"in proc. 25th annu. acm sympos. theory comput. (1993).";"new york, ny,";"acm press,";1993.;"pp. 392-401.";;;;kearns1993b
0;16969;"kearns, m. j.";;"efficient noise-tolerant learning from statistical queries.";;"in proceedings of the twenty fifth annual acm symposium on theory of computing (stoc-93),";;;1993.;"pages 392-401.";;;;kearns1993b
0;16970;"m. kearns.";;"efficient noise-tolerant learning from statistical queries.";;"in proc. 25th annu. acm sympos. theory comput.,";;;1993.;"pp 392-401,";;;;kearns1993b
0;16971;"m. kearns.";;"efficient noise-tolerant learning from statistical queries.";;"in proceedings of the twenty-fifth annual acm symposium on theory of computing,";;;1993.;"pages 392-401,";;;;kearns1993b
0;16972;"m. kearns,";;"efficient noise-tolerant learning from statistical queries,";;;;;;;;"stoc 1993.";;kearns1993b
0;16973;"michael kearns.";;"efficient noise-tolerant learning from statistical queries.";;"in proceedings of the twenty-fifth annual acm symposium on the theory of computing,";;;1993.;"pages 392-401,";;;;kearns1993b
0;16974;"m. kearns.";;"efficient noise-tolerant learning from statistical queries.";;"in proceedings of the twenty-fifth annual acm symposium on theory of computing,";;;1993.;"pages 392-401,";;;;kearns1993b
0;16975;"michael j. kearns.";;"efficient noise-tolerant learning from statistical queries.";;"in proceedings of the twenty-fifth annual acm symposium on theory of computing,";;;1993.;"pages 392-401,";;;;kearns1993b
0;16976;"m. kearns.";;"efficient noise-tolerant learning from statistical queries.";;"in 25th stoc,";"san diego,";;1993.;;;"to appear.";;kearns1993b
0;16977;"m. kearns.";;"efficient noise-tolerant learning from statistical queries.";;"in proc. 25th annu. acm sym-pos. theory comput.,";"new york, ny,";"acm press,";1993.;"pages 392-401.";;;;kearns1993b
0;16978;"michael kearns.";;"efficient noise-tolerant learning from statistical queries.";;"in proceedings of the 25 th annual acm symposium on the theory of computing,";"san diego,";;1993.;"pages 392-401,";;;;kearns1993b
0;16979;"michael kearns.";;"efficient noise-tolerant learning from statistical queries.";;"in proceedings of the twenty-fifth annual acm symposium on theory of computing,";;;1993.;;;;;kearns1993b
0;16980;"m. kearns.";;"efficient noise-tolerant learning from statistical queries.";;"in proceedings of the twenty-fifth annual acm symposium on theory of computing,";;;1993.;"pages 392-401,";;;;kearns1993b
0;16981;"m. kearns.";;"efficient noise-tolerant learning from statistical queries.";;"in proc. 25th annu. acm sympos. theory comput.,";"new york, ny,";"acm press,";1993.;"pages 392-401.";;;;kearns1993b
0;16982;"m. kearns.";;"efficient noise-tolerant learning from statistical queries.";;stoc,;;;1993.;;;;;kearns1993b
0;16983;"m. kearns.";;"efficient noise-tolerant learning from statistical queries.";;"in proc. 25th annu. acm sympos. theory comput.,";"new york, ny,";"acm press,";1993.;"pages 392-401.";;;;kearns1993b
0;16984;"m. kearns.";;"efficient noise-tolerant learning from statistical queries.";;stoc,;;;1993.;;;;;kearns1993b
0;16985;"michael kearns.";;"efficient noise-tolerant learning from statistical queries.";;"in proceedings of the twenty-fifth annual acm symposium on the theory of computing,";;;1993.;"pages 392-401,";;;;kearns1993b
0;16986;"michael kearns.";;"efficient noise-tolerant learning from statistical queries.";;"in proceedings of the twenty-fifth annual acm symposium on theory of computing,";;;1993.;"pages 392-401,";;;;kearns1993b
0;16987;"m.j. kearns.";;"efficient noise-tolerant learning from statistical queries.";;"in proc. acm symposium on the theory of computing,";;;1993.;"pages 392401,";;;;kearns1993b
0;16988;"m. kearns.";;"efficient noise-tolerant learning from statistical queries.";;"in proc. 25th annu. acm sympos. theory comput.,";"new york, ny,";"acm press,";1993.;"pages 392-401.";;;;kearns1993b
0;16989;"m. kearns.";;"efficient noise-tolerant learning from statistical queries.";;"in proc. 25th annu. acm sympos. theory comput.,";"new york, ny,";"acm press,";1993.;"pages 392-401.";;;;kearns1993b
0;16990;"micahel kearns.";;"efficient noise-tolerant learning from statistical queries.";;"in proc. 25th annu. acm sympos. theory comput.,";"new york, ny,";"acm press,";1993.;"pages 392-401.";;;;kearns1993b
0;16991;"michael j. kearns and h. sebastian seung.";;"learning from a population of hy potheses.";;"in proceedings of colt 93,";;;1993.;"pages 101-110,";;;;kearns1993b
0;16992;"michael kearns.";;"efficient noise-tolerant learning from statistical queries.";;"in proceedings of the twenty-fifth annual acm symposium on theory of computing,";;;1993.;"pages 392-401,";;;may;kearns1993b
0;16993;"m. j. kearns.";;"efficient noise-tolerant learning from statistical queries.";;"in proceedings of the twenty-fifth annual acm symposium on the theory of computing,";;;1993.;"pages 392-401,";;;;kearns1993b
0;16994;"michael kearns.";;"efficient noise-tolerant learning from statistical queries.";;"in proceedings of the twenty-fifth annual acm symposium on the theory of computing,";;;1993.;;;;may;kearns1993b
0;16995;"michael kearns.";;"efficient noise-tolerant learning from statistical queries.";;"in proceedings of the 25 th annual acm symposium on the theory of computing,";"san diego,";;1993.;"pages 392-401,";;;;kearns1993b
0;16996;"m. j. kearns.";;"efficient noise-tolerant learning from statistical queries.";;"in proceedings of the twenty-fifth annual acm symposium on the theory of computing,";;;1993.;"pages 392-401,";;;;kearns1993b
0;16997;"m. kearns.";;"efficient noise-tolerant learning from statistical queries.";;"in proc. 25th annu. acm sympos. theory comput.,";"new york, ny,";"acm press,";1993.;"pages 392-401.";;;;kearns1993b
0;16998;"m. kearns,";"392 - 401.";"efficient noise-tolerant learning from statistical queries,";;"proc. of the 25th acm symp. on the theory of computing, 1993,";;;;;;;;kearns1993b
0;16999;"m. kearns.";;"efficient noise-tolerant learning from statistical queries.";;"in proc. 25th annu. acm sympos. theory comput.,";"new york, ny,";"acm press,";1993.;"pages 392-401,";;;;kearns1993b
0;17000;"m. kearns.";;"efficient noise-tolerant learning from statistical queries.";;"in proc. 25th annu. acm sympos. theory comput.,";"new york, ny,";"acm press,";1993.;"pages 392-401.";;;;kearns1993b
0;17001;"m. kearns.";;"efficient noise-tolerant learning from statistical queries.";;"in proc. stoc-93,";;;1993.;"pages 392-401,";;;;kearns1993b
0;17002;"m. kearns.";;"efficient noise-tolerant learning from statistical queries.";;"in proceedings of the twenty-fifth annual acm symposium on theory of computing,";;;1993.;"pages 392-401,";;;;kearns1993b
0;17003;"michael kearns.";;"efficient noise-tolerant learning from statistical queries.";;"in proceedings of the 25 th annual acm symposium on the theory of computing,";"san diego,";;1993.;"pages 392-401,";;;;kearns1993b
0;17004;"michael kearns.";;"efficient noise-tolerant learning from statistical queries.";;"in proceedings of the 25th annual acm symposium on theory of computing,";;;1993.;"pages 392 - 352,";;;;kearns1993b
0;17005;"kearns, m.";;"efficient noise-tolerant learning from statistical queries.";;"in proc. 25th annual acm symp. theory of computing,";;;1993.;"pages 392-401,";;;;kearns1993b
0;17006;"m. kearns.";;"efficient noise-tolerant learning from statistical queries.";;"in proceedings of the 25th acm symp. on theory of computing,";;acm,;1993.;"pages 392-401.";;;;kearns1993b
0;17007;"michael j. kearns and h. sebastian seung.";;"learning from a population of hypotheses.";;"in proceedings of colt 93,";;;1993.;"pages 101-110,";;;;kearns1993c
0;17008;"m. kearns, y.mansour, d. ron, r. rubinfeld, r.e. schapire, and l. sellie.";;"on the learnabil-ity of discrete distributions.";;"in the 25th annual acm symposium on theory of computing,";;;1994.;;;;;kearns1994a
0;17009;"m. kearns, y.mansour, d. ron, r. rubinfeld, r.e. schapire, and l. sellie.";;"on the learnabil-ity of discrete distributions.";;"in the 25th annual acm symposium on theory of computing,";;;1994.;;;;;kearns1994a
0;17010;"kearns, m. j., mansour, y., ron, d., rubinfeld, r., schapire, r. e., and sellie, l.";;"on the learnability of discrete distributions.";;"in the 25th annual acm symposium on theory of computing (1994),";;;1994.;"pp. 273-282.";;;;kearns1994a
0;17011;"m. kearns, y. mansour, d. ron, r. rubinfeld, r. schapire, l. sellie,";;"on the learnability of discrete distributions,";;"the 25th annual acm symposium on theory of computing,";;;1994.;;;;;kearns1994a
0;17012;"michael kearns, yishay mansour, dana ron, ronitt rubinfeld, robert e. schapire, and linda sellie.";;"on the learnability of discrete distributions (extended abstract).";;"proc. of the 26th ann. acm symp. on theory of computing,";;;1994.;"pages 273-282,";;;;kearns1994a
0;17013;"michael kearns, yishay mansour, dana ron, ronitt rubinfeld, robert e. schapire, and linda sellie.";;"on the learnability of discrete distributions (extended abstract).";;"proc. of the 26th ann. acm symp. on theory of computing,";;;1994.;"pages 273-282,";;;10;kearns1994a
0;17014;"m. j. kearns, y. mansour, d. ron, r. rubinfeld, r. e. schapire, and l. sellie.";;"on the learnability of discrete distributions.";;"in the 25th annual acm symposium on theory of computing,";;;1994.;"pages 273-282,";;;;kearns1994a
