author	volume	title	institution	venue	address	publisher	year	pages	editor	note	month	class
s. goldman and m. kearns.		on the complexity of teaching.		in colt91,			1991.	pages 303314,				goldman1991
sally a. goldman and michael j. kearns.		on the complexity of teaching.		proceedings of the fourth annual workshop on computational learning theory,	santa cruz, ca, august 57 1991.	morgan kaufmann publishers.		pages 303314,	in leslie g. valiant and manfred k. warmuth, editors,			goldman1991
s. a. goldman, r. l. rivest, and r. e. schapire.	225	learning binary relations and total orders.		siam journal on computing,			1993.	10061034,			october	goldman1993
s. a. goldman, r. l. rivest, and r. e. schapire.	225	learning binary relations and total orders.		siam journal on computing,			1993.	10061034,			october	goldman1993
s. a. goldman, r. l. rivest, and r. e. schapire,	vol. 22, no. 5,	learning binary relations and total orders		siam journal on computing,			1993.	pp. 10061034,				goldman1993
sally a. goldman, ronald l. rivest, and robert e. schapire.	22	learning binary relations and total orders.		siam journal of computing,			1993.	10061034,			october	goldman1993
s. a. goldman, m. j. kearns, and r. e. schapire.		exact identification of readonce formulas using fixed points of amplification functions.		siam journal on computing,			1993.	22 , 705726.				goldman1993a
s. a. goldman, m. j. kearns, and r. e. schapire.	224	exact identification of circuits using fixed points of amplification functions.		siam j. comput.,			1993.	705726,			august,goldman1993a	
s. a. goldman, m. j. kearns, and r. e. schapire.	22 1993,	exact identification of readonce formulas using fixed points of amplification functions.		siam journal on computing,				705726.,			goldman1993a	
s. a. goldman, m. j. kearns, and r. e. schapire.	22 1993,	exact identification of readonce formulas using fixed points of amplification functions.		siam journal on computing,				705726.,			goldman1993a	
s. a. goldman, m. j. kearns, and r. e. schapire.	224	exact identification of circuits using fixed points of amplification functions.		siam j. comput.,			1993.	705726,			august,goldman1993a	
s. a. goldman, m. j. kearns, and r. e. schapire.	224	exact identification of readonce formulas using fixed points of amplification functions.		siam j. comput.,			1993.	705726,				goldman1993a
sally a. goldman, michael j. kearns, and robert e. schapire.	224	exact identification of circuits using fixed points of amplification functions.		siam journal on computing,			1993.	705726,			august,goldman1993a	
sally a. goldman, michael j. kearns, and robert e. schapire.	224	exact identifi cation of circuits using fixed points of amplification functions.		siam journal on computing,			1993.	705726,			august,goldman1993a	
s. a. goldman, m. j. kearns, and r. e. schapire.	224	exact identification of readonce formulas using fixed points of amplification functions.		siam j. comput.,			1993.	705726,				goldman1993a
s. goldman, m. kearns, and r. schapire.	224	exact identification of circuits using fixed points of amplification functions.		siam j. comput.,			1993.	705726,			august,goldman1993a	
s. a. goldman and m. j. kearns.	501	on the complexity of teaching.		journal of computer and system sciences,			1995.	2031,				goldman1995
goldman, s. a., & kearns, m. j.		on the complexity of teaching.		jcss 501			1995.	2031.,			goldman1995	
s. a. goldman and m. j. kearns.	501	on the complexity of teaching.		journal of computer and system sciences,			1995.	2031,			february,goldman1995	
s. a. goldman and m. j. kearns.	501	on the complexity of teaching.		journal of computer and system sciences,			1995.	2031,				goldman1995
s. a. goldman and m. j. kearns.	501	on the complexity of teaching.		journal of computer and system sciences,			1995.	2031,			february,goldman1995	
d. haussler, m. kearns, n. littlestone, m. warmuth.		equivalence of models for polynomial learnability.	and university of california at santa cruz information sciences department,	technical report number ucsccrl8806,		morgan kaufmann publishers,	1988.	pp. 4255,				haussler1988
david haussler, michael kearns, nick littlestone, and manfred k. warmuth.		equivalence of models for polynomial learnability.		information and computation.			1988.			to appear. a preliminary version is available in proceedings of the 1988 workshop on computational learning theory, pages 4255,		haussler1988
d. haussler, m. kearns, n. littlestone, m. warmuth.		equivalence of models for polynomial learnability.	and university of california at santa cruz information sciences department,	technical report number ucsccrl8806,		morgan kaufmann publishers,	1988.	pp. 4255,				haussler1988
david haussler, michael kearns, nick littlestone, and manfred k. warmuth.		equivalence of models for polynomial learnability.		in proceedings of the 1988 workshop on computational learning theory,	cambridge, ma,		1988.	morgankaufmann.,		august	haussler1988	
d. haussler, m. kearns, n. littlestone, m. warmuth.		equivalence of models for polynomial learnability.	and university of california at santa cruz information sciences department,	technical report number ucsccrl8806,		morgan kaufmann publishers,	1988.	pp. 4255,				haussler1988
david haussler, michael kearns, nick littlestone, and manfred k. warmuth.		equivalence of models for polynomial learnability.		in proceedings of the 1988 workshop on computational learning theory,		morgan kaufmann,	1988.	pages 4255.			august	haussler1988
d. haussler, m. kearns, n. littlestone, and m. k. warmuth.	952	equivalence of models for polynomial learnability.		information and computation,			1991.	129161,			december	haussler1991
d. haussler, m. kearns, n. littlestone, and m. k. warmuth.	952	equivalence of models for polynomial learnability.		inform. comput.,			1991.	129161,			december	haussler1991
d. haussler, m. kearns, n. littlestone, and m. k. warmuth.	952	equivalence of models for polynomial learnability.		inform. comput.,			1991.	129161,			december	haussler1991
d. haussler, m. kearns, n. littlestone, and m. k. warmuth.	952	equivalence of models for polynomial learnability.		inform. comput.,			1991.	129161,			december	haussler1991
david haussler, michael kearns, nick littlestone, and manfred k. warmuth.	952	equivalence of models for polynomial learnability.		information and computation,			1991.	129161,			december	haussler1991
david haussler, michael kearns, nick littlestone, and manfred k. warmuth.	952	equivalence of models for polynomial learnability.		information and computation,			1991.	129161,			december	haussler1991
d. haussler, m. kearns, n. littlestone, and m. k. warmuth.	95	equivalence of models for polynomial learnability.		information and computation,			1991.	129161,				haussler1991
d. haussler, m. kearns, n. littlestone, and m. k. warmuth.	952	equivalence of models for polynomial learnability.		inform. comput.,			1991.	129161,			december	haussler1991
david haussler, michael kearns, nick littlestone, and manfred k. warmuth.	252	equivalence of models for polynomial learnability.		information and computation,			1991.	129161,			december	haussler1991
david haussler, michael kearns, nick littlestone, and manfred k. warmuth.	952	equivalence of models for polynomial learnability.		information and computation,			1991.	129161,			december	haussler1991
