org.cud2v.graphcluster.cluster;id;author;volume;title;institution;venue;address;publisher;year;pages;editor;note;month;class
0;18917;" David B McDonald Scott E Fahlman and Skef Wholey ";;" Internal design of cmu common lisp on the IBM RT PC ";" Carnegie Mellon University ";;;;" 1988 ";;;;" April ";"mcdonald1987a  "
0;18918;" P Pfahler and U Kastens ";;" Language design and implementation by selection ";;" In First ACM SIGPLAN Workshop on DomainSpecific Languages ";" Paris France ";;" 1997 ";;;;" January ";"pfahler1997a  "
0;18919;" P Pfahler and U Kastens ";;" Language design and implementation by selection ";;" In First ACM SIGPLAN Workshop on DomainSpecific Languages ";" Paris France ";;" 1997 ";;;;" January ";"pfahler1997a  "
0;18920;" Poggio T Fahle M and Edelman S ";" 256 ";" Fast perceptual learning in visual hyperacuity ";;;;;1992;" 10181021 ";;;;"poggio1992a "
0;18921;" Poggio T Fahle M and Edelman S ";" 256 ";" Fast perceptual learning in visual hyperacuity ";;;;;1992;" 10181021 ";;;;"poggio1992a "
0;18922;" Poggio T Fahle M and Edelman S ";" 256 ";" Fast perceptual learning in visual hyperacuity ";;;;;1992;" 10181021 ";;;;"poggio1992a "
0;18923;" Poggio T Fahle M and Edelman S ";" 256 ";" Fast perceptual learning in visual hyperacuity ";;;;;1992;" 10181021 ";;;;"poggio1992a "
0;18924;" Poggio T Fahle M and Edelman S ";" 256 ";" Fast perceptual learning in visual hyperacuity ";;;;;1992;" 10181021 ";;;;"poggio1992a "
0;18925;" Poggio T Fahle M and Edelman S ";" 256 ";" Fast perceptual learning in visual hyperacuity ";;;;;1992b;" 10181021 ";;;;"poggio1992a "
0;18926;" Poggio T Fahle M & Edelman S ";" 256 ";"Fast perceptual learning in visual hyperacuity ";;;;;1992;" 10181021 ";;;;"poggio1992a  "
0;18927;" T Poggio M Fahle and S Edelman ";" 256 ";" Fast Per ceptual Learning in Visual Hyperacuity ";;;;;" 1992 ";" 10181021 ";;;" May ";"poggio1992a  "
0;18928;" Poggio T Fahle M and Edelman S ";" 256 ";" Fast perceptual learning in visual hyperacuity ";;;;;1992;" 10181021 ";;;;"poggio1992a  "
0;18929;" Poggio T Edelman S and Fahle M ";" 56 ";" Learning of visual modules from examples a framework for understanding adaptive visual performance ";;" Computer Vision Graphics and Image Processing Image Understanding ";;;1992a;" 2230 ";;;;"poggio1992b "
0;18930;" T Poggio S Edelman and M Fahle ";" 56 ";" Learning of visual modules from examples A framework for understanding adaptive visual performance CVGIP Image Understanding Special Issue on Purposive Qualitative Active Vision ";;;;;1992;" 2230 ";" Y Aloimonos Ed ";;;"poggio1992b  "
0;18931;" S T Pope and L E ";;" Fahl en Building sound into a virtual environment ";;" in Proceedings of the 5th MultiG Workshop ";" Stockholm Sweden ";;" 1992 ";;;;" Dec ";"pope1992a  "
0;18932;" S C Shapiro ";" 63 ";" Review of Fahlman Scott NETL A system for representing and using realworld knowledge ";;;;;1980;" 183186 ";;;;"shapiro1980a  "
0;18933;" Guy L Steele Jr Scott E Fahlman Richard P Gabriel David A Moon and Daniel L Weinreb ";;" Common Lisp The Language ";;;" Burlington Massachusetts ";;1984;;;;;"steele1984a  "
0;18934;" Guy L Steele Jr Scott E Fahlman Richard P Gabriel David A Moon and Daniel L Weinreb ";;" Common Lisp The Language ";;;" Burlington Massachusetts ";;1984;;;;;"steele1984a  "
0;18935;" Guy L Steele Jr Scott E Fahlman Richard P Gabriel David A Moon and Daniel L Weinreb ";;" Common Lisp The Language ";;;" Burlington Massachusetts ";;1984;;;;;"steele1984a  "
0;18936;" Steele Guy L Jr Fahlman Scott E Gabriel Richard P Moon David A Weinreb Daniel L Bobrow Daniel G DeMichiel Linda G Keene Sonya E Kiczales Gregor Perdue Crispin Pitman Kent M Waters Richard C and White Jon L ";;" Common Lisp The Language Second Edition ";;;" Massachusetts ";;1990;;;;;"steele1990a  "
0;18937;" Common Lisp The Language Second Edition By Guy L Steele Jr Scott E Fahlman Richard P Gabriel David A Moon Daniel L Weinreb Daniel G Bobrow Linda G DeMichiel Sonya E Keene Gregor Kiczales Crispin Perdue Kent M Pitman Richard C Waters and Jon L White ";;;;;" Bedford Massachusetts ";;1990;;;" ISBN 1555580416 Steele and Gabriel Evolution of Lisp 72 ";;"steele1990a  "
0;18938;" Common Lisp The Language Second Edition By Guy L Steele Jr Scott E Fahlman Richard P Gabriel David A Moon Daniel L Weinreb Daniel G Bobrow Linda G DeMichiel Sonya E Keene Gregor Kiczales Crispin Perdue Kent M Pitman Richard C Waters and Jon L White ";;;;;" Bedford Massachusetts ";;1990;;;" ISBN 1555580416 Steele and Gabriel Evolution of Lisp 72 ";;"steele1990a  "
0;18939;" Common Lisp The Language Second Edition By Guy L Steele Jr Scott E Fahlman Richard P Gabriel David A Moon Daniel L Weinreb Daniel G Bobrow Linda G DeMichiel Sonya E Keene Gregor Kiczales Crispin Perdue Kent M Pitman Richard C Waters and Jon L White ";;;;;" Bedford Massachusetts ";;1990;;;" ISBN 1555580416 Steele and Gabriel Evolution of Lisp 72 ";;"steele1990a  "
0;18940;" Common Lisp The Language Second Edition By Guy L Steele Jr Scott E Fahlman Richard P Gabriel David A Moon Daniel L Weinreb Daniel G Bobrow Linda G DeMichiel Sonya E Keene Gregor Kiczales Crispin Perdue Kent M Pitman Richard C Waters and Jon L White ";;;;;" Bedford Massachusetts ";;1990;;;" ISBN 1555580416 Steele and Gabriel Evolution of Lisp 72 ";;"steele1990a  "
0;18941;" S udholt M and Steigner C ";;" On interprocedural data flow analysis for object oriented languages ";;" Proceedings of the Fourth International Conference on Compiler Construction";" Berlin Germany ";;1992;" pp 156162 ";" In Kastens  U and Pfahler P Eds ";" volume 641 of Lecture Notes in Computer Science Paderborn  Germany Oct ";;"sudholt1992a "
0;18942;" SB Thrun J Bala E Bloedorn I Bratko B Cestnik J Cheng K De Jong S Dzroski SE Fahlman D Fisher R Hamann K Kaufman S Keller I Kononenko J Kreuziger RS Michalski T Mitchell P Pachowicz Y Reich H Vafaie W Van de Welde W Wenzel J Wnek and J Zhang ";;" The monks problems a performance comparison of different learning algorihms ";" Carnegie Mellon University ";;;;" 1991 ";;;;" December ";"thrun1991a "
0;18943;" SB Thrun J Bala E Bloedorn I Bratko B Cestnik J Cheng K De Jong S Dzeroski andSE Fahlman D Fisher R Hamann K Kaufman S Keller I Kononenko J Kreuziger RS Michalski T Mitchell P Pachowicz Y Reich H Vafaie W Van de Weldel W Wenzel J Wnek and J Zhang ";;" The monks problems A performance comparison of different learning algorithms ";" Carnegie Mellon University ";;;;1991;;;;;"thrun1991a "
0;18944;" Thrun SB Bala J Bloedorn E Bratko I Cestnik B Cheng J De Jong K Dzerowski S Fahlman SE Hamann R Kaufman K Keller S Kononenko I Kreuziger J Michalski RS Mitchell T Pachowicz P Vafaie H Van de Velde W Wenzel W Wnek J and Zhang J ";;" The MONKS Problems A Performance Comparison of Different Learning Algorithms ";" Carnegie Mellon University ";;" Pittsburgh PA ";;1991;;;;;"thrun1991a "
0;18945;" Thrun SB Bala J Bloedorn E Bratko I Cestnik B Cheng J De Jong K Dzerowski S Fahlman SE Hamann R Kaufman K Keller S Kononenko I Kreuziger J Michalski RS Mitchell T Pachowicz P Vafaie H Van de Velde W Wenzel W Wnek J and Zhang J ";;" The MONKS Problems A Performance Comparison of Different Learning Algorithms ";" Carnegie Mellon University ";;" Pittsburgh PA ";;1991;;;;;"thrun1991a "
0;18946;" Fahlman D Fisher R Hamann K Kaufman S Keller I Kononenko J Kreuziger RS Michalski T Mitchell P Pachowicz Y Reich H Vafaie W Van de Welde W Wenzel J Wnek and J Zhang ";;" The MONKs problems A performance comparison of different learning algorithms ";" Carnegie Mellon University ";;;;1991;;;;;"thrun1991a "
0;18947;" Fahlman D Fisher R Hamann K Kaufman S Keller I Kononenko J Kreuziger RS Michalski T Mitchell P Pachowicz Y Reich H Vafaie W Van de Welde W Wenzel J Wnek and J Zhang ";;" The MONKs problems A performance comparison of different learning algorithms ";" Carnegie Mellon University ";;;;1991;;;;;"thrun1991a "
0;18948;" Thrun S Bala J Bloedorn E Bratko I Cestnik B Cheng J De Jong K Dzeroski S Fahlman S Fisher D Hamann R Kaufman K Keller S Kononenko I Kreuziger J Michalski R Mitchell T Pachowicz P Reich Y Vafaie H Van de Welde W Wenzel W Wnek J & Zhang J ";;" The MONKs Problem A Performance Comparison of Different Learning Algorithms ";" Pittsburgh PA Carnegie Mellon ";;;;1991;;;;;"thrun1991a "
0;18949;" Thrun S Bala J Bloedorn E Bratko I Cestnik B Cheng J De Jong K Dzeroski S Fahlman S Fisher D Hamann R Kaufman K Keller S Kononenko I Kreuziger J Michalski R Mitchell T Pachowicz P Reich Y Vafaie H de Weldel W V Wenzel W Wnek J and Zhang J ";;" The monks problems A performance comparison of different learning algorithms ";" Carnegie Mellon University ";;;;1991;;;;;"thrun1991a "
0;18950;" Thrun SB Bala J Bloedorn E Bratko I Cestnik B Cheng J De Jong KA Dzeroski S Fahlman SE Hamann R Kaufman K Keller S Kononenko I Kreuziger J Michalski RS Mitchell T Pachowicz P Vafaie H Van de Velde W Wenzel W Wnek J and Zhang J ";;" ""The MONKs problems A Performance Comparison of Different Learning Algorithms"" ";" CMUCS91197 Carnegie Mellon University ";" Computer Science Reports ";" Pittsburgh PA ";;December;;;;;"thrun1991a "
0;18951;" Thrun SB Bala J Bloedorn E Bratko I Cestnink B Cheng J DeJong KA Dzeroski S Fahlman SE Hamann R Kaufman K Keller S Kononenko I Kreuziger J Michalski RS Mitchell T Pachowicz P Vafaie H Van de Velde W Wenzel W Wnek J and Zhang J ";;" ""The MONKs Problems A Performance Comparison of Different Learning Algorithms"" ";" Carnegie Mellon University ";;;;" 1991 ";;;;" December ";"thrun1991a "
0;18952;" S B Thrun J Bala E Bloendorn I Bratko B Cestnik J Cheng K De Jong S D^zeroski S E Fahlman D Fisher R Hamann K Kaufman S Keller I Kononenko J Kreuziger R S Michalski T Mitchell P Pachovicz Y Reich H Vafaie W Van de Welde W Wentzel J Wnek and J Zhang ";;" The monks problems a performance comparison of different learning algorithms ";" School of Computer Science CarnegieMellon University USA ";;;;1991;;;;;"thrun1991a  "
0;18953;" S B Thrun J Bala E Bloendorn I Bratko B Cestnik J Cheng K De Jong S D^zeroski S E Fahlman D Fisher R Hamann K Kaufman S Keller I Kononenko J Kreuziger R S Michalski T Mitchell P Pachovicz Y Reich H Vafaie W Van de Welde W Wentzel J Wnek and J Zhang ";;" The monks problems a performance comparison of different learning algorithms ";" School of Computer Science CarnegieMellon University ";;" Pittsburgh PA  USA ";;1991;;;;;"thrun1991a  "
0;18954;" SB Thrun J Bala E Bloedorn I Bratko B Cestnik J Cheng K De Jong S Dzroski SE Fahlman D Fisher R Hamann K Kaufman S Keller I Kononenko J Kreuziger RS Michalski T Mitchell P Pachowicz Y Reich H Vafaie W Van de Welde W Wenzel J Wnek and J Zhang ";;" The monks problems a performance comparison of different learning algorihms ";" Carnegie Mellon University ";;;;" 1991 ";;;;" December ";"thrun1991a  "
0;18955;" SB Thrun J Bala E Bloedorn I Bratko B Cestnik J Cheng K De Jong S Dzeroski SE Fahlman D Fisher R Hamann K Kaufman S Keller I Kononenko J Kreuziger RS Michalski T Mitchell P Pachowicz Y Reich H Vafaie W Van de Welde W Wenzel J Wnek and J Zhang ";;" The MONKs problems a performance comparison of different learning algorithms ";" CMUCD91197 Carnegie Mellon University ";;;;1991;;;;;"thrun1991a  "
0;18956;" SB Thrun J Bala E Bloedorn I Bratko B Cestnik J Cheng K De Jong S Dzeroski SE Fahlman D Fisher R Hamann K Kaufman S Keller I Kononenko J Kreuziger RS Michalski T Mitchell P Pachowicz Y Reich H Vafaie W Van de Weldel W Wenzel J Wnek and J Zhang ";;" The monks problems A performance comparison of different learning algorithms ";" Carnegie Mellon University ";;;;1991;;;;;"thrun1991a  "
0;18957;" Sebastian B Thrun Jerzy Bala Eric Bloedorn Ivan Bratko Bojan Cestnik John Cheng Kenneth De Jong Saso Dzeroski Douglas Fisher Scott E Fahlman Rainer Hamann Kenneth Kaufman Stefan Keller Igor Kononenko Juergen Kreuziger Ryszard S Michalski Tom Mitchell Peter Pachowicz Yoram Reich Haleh Vafaie Walter Van de Welde Walter Wenzel Janusz Wnek and Jianping Zhang ";;" The MONKs problems a performance comparison of different learning algorithms ";" Carnegie Mellon University ";;" Pittsburgh PA ";;" 1991 ";;;;" December ";"thrun1991a  "
0;18958;" Sebastian B Thrun Jerzy Bala Eric Bloedorn Ivan Bratko Bojan Cestnik John Cheng Kenneth De Jong Saso Dzeroski Douglas Fisher Scott E Fahlman Rainer Hamann Kenneth Kaufman Stefan Keller Igor Kononenko Juergen Kreuziger Ryszard S Michalski Tom Mitchell Peter Pachowicz Yoram Reich Haleh Vafaie Walter Van de Welde Walter Wenzel Janusz Wnek and Jianping Zhang ";;" The MONKs problems a performance comparison of different learning algorithms ";" Carnegie Mellon University ";;" Pittsburgh PA ";;" 1991 ";;;;" December ";"thrun1991a  "
0;18959;" Sebastian B Thrun Jerzy Bala Eric Bloedorn Ivan Bratko Bojan Cestnik John Cheng Kenneth De Jong Saso Dzeroski Douglas Fisher Scott E Fahlman Rainer Hamann Kenneth Kaufman Stefan Keller Igor Kononenko Juergen Kreuziger Ryszard S Michalski Tom Mitchell Peter Pachowicz Yoram Reich Haleh Vafaie Walter Van de Welde Walter Wenzel Janusz Wnek and Jianping Zhang ";;" The MONKs problems a performance comparison of different learning algorithms ";" Carnegie Mellon University ";;" Pittsburgh PA ";;" 1991 ";;;;" December ";"thrun1991a  "
0;18960;" SB Thrun J Bala E Bloedorn I Bratko B Cestnik J Cheng K De Jong S Dzeroski SE Fahlman D Fisher R Hamann K Kaufman S Keller I Kononenko J Kreuziger RS Michalski T Mitchell P Pachowicz Y Reich H Vafaie W Van de Welde W Wenzel J Wnek and J Zhang ";;" The MONKs problems a performance comparison of different learning algorithms ";" Department of Computer Science Carnegie Mellon University ";;" Pittsburgh PA ";;1991;;;;;"thrun1991a  "
0;18961;" Thrun S Bala J Bloedorn E Bratko I Cestnik B Cheng J De Jong K Dzeroski S Fisher D Fahlman S Hamann R Kaufman K Keller S Kononenko I Kreuziger J Michalski R Mitchell T Pachowicz P Reich Y Vafaie H Van de Welde W Wenzel W Wnek J and Zhang J ";;" The MONKs problems a performance comparison of different learning algorithms ";" School of Computer Science CarnegieMellon University ";;;;1991;;;;;"thrun1991a  "
0;18962;" S Thrun J Bala E Bloedorn I Bratko B Cestnik J Cheng K De Jong S Dzeroski D Fisher S E Fahlman R Hamann K Kaufman S Keller I Kononenko J Kreuziger R S Michalski TM Mitchell P Pachowicz Y Reich H Vafaie W Van de Welde W Wenzel J Wnek and J Zhang ";;" The MONKs problems a performance comparison of different learning algorithms ";" Carnegie Mellon University ";;" Pittsburgh PA ";;" 1991 ";;;;" December ";"thrun1991a  "
0;18963;" S Thrun J Bala E Bloedorn I Bratko B Cestnik J Cheng K De Jong S Dzeroski D Fisher S E Fahlman R Hamann K Kaufman S Keller I Kononenko J Kreuziger R S Michalski TM Mitchell P Pachowicz Y Reich H Vafaie W Van de Welde W Wenzel J Wnek and J Zhang ";;" The MONKs problems a performance comparison of different learning algorithms ";" Carnegie Mellon University ";;" Pittsburgh PA ";;" 1991 ";;;;" December ";"thrun1991a  "
0;18964;" S Thrun J Bala E Bloedorn I Bratko B Cestnik J Cheng K De Jong S Dzeroski D Fisher S E Fahlman R Hamann K Kaufman S Keller I Kononenko J Kreuziger R S Michalski TM Mitchell P Pachowicz Y Reich H Vafaie W Van de Welde W Wenzel J Wnek and J Zhang ";;" The MONKs problems a performance comparison of different learning algorithms ";" Carnegie Mellon University ";;" Pittsburgh PA ";;" 1991 ";;;;" December ";"thrun1991a  "
0;18965;" Thrun SB Bala J Bloedorn E Bratko I Cestnik B Cheng J De Jong KA Dzeroski S Fahlman SE Hamann R Kaufman K Keller S Kononenko I Kreuziger J Michalski RS Mitchell T Pachowicz P Vafaie H Van de Velde W Wenzel W Wnek J and Zhang J ";;" The MONKs Problems A Performance Comparison of Different Learning Algorithms ";" Carnegie Mellon University ";;" Pittsburgh PA";;1991;;;;;"thrun1991a  "
0;18966;" S Thrun J Bala E Bloedorn I Bratko B Cestnik J Cheng K De Jong S Dzeroski SE Fahlman D Fisher R Hamann K Kaufman S Keller I Kononenko J Kreuziger RS Michalski T Mitchell P Pachowicz Y Reich H Vafaie W Van de Welde W Wenzel J Wnek and J Zhang ";;" The monks problems a performance comparison of different learning algorithms ";" School of Computer Science Carnegie Mellon University ";;;;1991;;;" Available via anonymous ftp from archivecisohiostateedu file /pub/neuroprose/thruncomparisonpsZ ";;"thrun1991a  "
0;18967;" SB Thrun J Bala E Bloedorn B Cheng I Bratko S Dzeroski k DeJong S Fahlman D Fisher R Hamann K Kaufman S Keller I Kononenko J Kreuziger R Michalski T Mitchell P Pachowicz Y Reich H Vafaie K Van de Welde W Wenzel J Wnek and J Zhang ";;" The monks problem a performance comparison of different learning algorithms ";" Carnegie Mellon University CMUCS91197 ";;;;" 1990 ";;;;" December ";"thrun1991a  "
0;18968;" Thrun S Bala J Bloedorn E Bratko I Cestnik B Cheng J De Jong K Dzeroski S Fisher D Fahlman S Hamann R Kaufman K 8 Keller S Kononenko I Kreuziger J Michalski R Mitchell T Pachowicz P Reich Y Vafaie H Van de Welde W Wenzel W Wnek J and Zhang J ";;" The MONKs problems a performance comparison of different learning algorithms ";" School of Computer Science CarnegieMellon University ";;;;" 9 ";;;;" 1991 ";"thrun1991a  "
0;18969;" S B Thrun J Bala E Bloedorn I Bratko B Cestnik J Cheng K de Jong S Dzeroski S E Fahlman D Fisher R Hamann K Kaufaman S Keller I Kononenko J Kreusiger R S Michalski T Mitchell P Pachowitz Y Reich H Vafaic W Van de Weldel W WEnzel J Wnek and J Zhang ";;" The monks problems a performance comparison of different learning algorithms ";" Carnegie Mellon University ";;;;1991;;;;;"thrun1991a  "
0;18970;" S B Thrun J Bala E Bloedorn I Bratko B Cestnik J Cheng K de Jong S Dzeroski S E Fahlman D Fisher R Hamann K Kaufaman S Keller I Kononenko J Kreusiger R S Michalski T Mitchell P Pachowitz Y Reich H Vafaic W Van de Weldel W WEnzel J Wnek and J Zhang ";;" The monks problems a performance comparison of different learning algorithms ";" Carnegie Mellon University ";;;;1991;;;;;"thrun1991a  "
0;18971;" Thrun S Bala J Bloedorn E Bratko I Cestnik B Cheng J De Jong K Dzeroski S Fisher D Fahlman S Hamann R Kaufman K Keller S Kononenko I Kreuziger J Michalski R Mitchell T Pachowicz P Reich Y Vafaie H Van de Welde W Wenzel W Wnek J and Zhang J ";;" The MONKs problems a performance comparison of different learning algorithms ";" School of Computer Science CarnegieMellon University ";;;;1991;;;;;"thrun1991a  "
0;18972;" S B Thrun J Bala E Bloedorn I Bratko B Cestnik J Cheng K de Jong S Dzeroski S E Fahlman D Fisher R Hamann K Kaufaman S Keller I Kononenko J Kreusiger R S Michalski T Mitchell P Pachowitz Y Reich H Vafaic W Van de Weldel W WEnzel J Wnek and J Zhang ";;" The monks problems a performance comparison of different learning algorithms ";" Carnegie Mellon University ";;;;1991;;;;;"thrun1991a  "
0;18973;" SB Thrun J Bala E Bloedorn I Bratko B Cestnik J Cheng K De Jong S Dzeroski SE Fahlman D Fisher R Hamann K Kaufman S Keller I Kononenko J Kreuziger RS Michalski T Mitchell P Pachowicz Y Reich H Vafaie W Van de Weldel W Wenzel J Wnek and J Zhang ";;" The monks problems A performance comparison of different learning algorithms ";" Carnegie Mellon University ";;;;1991;;;;;"thrun1991a  "
0;18974;" SB Thrun J Bala E Bloedorn I Bratko B Cestnik J Cheng K De Jong S Dzeroski SE Fahlman D Fisher R Hamann K Kaufman S Keller I Kononenko J Kreuziger RS Michalski T Mitchell P Pachowicz Y Reich H Vafaie W Van de Weldel W Wenzel J Wnek and J Zhang ";;" The monks problems A performance comparison of different learning algorithms ";" Carnegie Mellon University ";;;;1991;;;;;"thrun1991a  "
0;18975;" Thrun S B Bala J Bloedorn E Bratko I Cestnik B Cheng J De Jong K D zeroski S Fahlman S E Fisher D Hamann R Kaufman K Keller S Kononenko I Kreuziger J Michalski R S Mitchell T Pachowicz P Reich Y Vafaie H Van de Velde W Wenzel W Wnek J and Zhang J ";;" The MONKs Problems a performance comparison of different learning algorithms ";" Carnegie Mellon University ";;;;1991;;;;;"thrun1991a  "
0;18976;" SB Thrun J Bala E Bloedorn I Bratko B Cestnik J Cheng K De Jong S Dzeroski SE Fahlman D Fisher R Hamann K Kaufman S Keller I Kononenko J Kreuziger RS Michalski T Mitchell P Pachowicz Y Reich H Vafaie W Van de Welde W Wenzel J Wnek and J Zhang ";;" The MONKs problems a performance comparison of different learning algorithms ";"Carnegie Mellon University ";;;;1991;;;;;"thrun1991a  "
0;18977;" SB Thrun J Bala E Bloedorn I Bratko B Cestnik J Cheng K De Jong S Dzeroski SE Fahlman D Fisher R Hamann K Kaufman S Keller I Kononenko J Kreuziger RS Michalski T Mitchell P Pachowicz Y Reich H Vafaie W Van de Welde W Wenzel J Wnek and J Zhang ";;" The MONKs problems a performance comparison of different learning algorithms ";" Carnegie Mellon University ";;;;1991;;;;;"thrun1991a  "
0;18978;" SB Thrun J Bala E Bloedorn I Bratko B Cestnik J Cheng K De Jong S Dzeroski SE Fahlman D Fisher R Hamann K Kaufman S Keller I Kononenko J Kreuziger RS Michalski T Mitchell P Pachowicz Y Reich H Vafaie W Van de Welde W Wenzel J Wnek and J Zhang ";;" The MONKs problems a performance comparison of different learning algorithms ";" Department of Computer Science Carnegie Mellon University ";;" Pittsburgh PA ";;;;;;;"thrun1991a  "
0;18979;" SB Thrun J Bala E Bloedorn I Bratko B Cestnik J Cheng K De Jong S Dzeroski SE Fahlman D Fisher R Hamann K Kaufman S Keller I Kononenko J Kreuziger RS Michalski T Mitchell P Pachowitz Y Reich H Vafaie W Van de Welde W Wenzel J Wnek and J Zhang ";;" The MONKs problems A performance comparison of different learning algorithms ";" Carnegie Mellon University ";;;;" 1991 ";;;;" December ";"thrun1991a  "
0;18980;" Thurn S B Bala J Bloedorn E Bratko I Cestnik B Cheng J Jong K D Dzeroski S Fahlman S E Fisher D Hamann R Kaufman K Keller S Kononenko I Kreuziger J Michalski R S Mitchell T Pachowicz P Reich Y Vafaie H de Welde W V Wenzel W Wnek J and Zhang J ";;" The MONKs problems A performance comparison of different learning algorithms ";" Carnegie Mellon University ";;" Pittsburgh PA ";;" 1990 ";;" editors";" Also available as ftpicsuciedu/pub/ machinelearningdatabases/monksproblems/thruncomparisonpsZ ";" December ";"thurn1991a  "
0;18981;" Thurn S B Bala J Bloedorn E Bratko I Cestnik B Cheng J De Jong K Dzeroski S Fahlman S E Fisher D Hamann R Kaufman K Keller S Kononenko I Kreuziger J Michalski R S Mitchell T Pachowicz P Reich Y Vafaie H Van de Welde W Wenzel W Wnek J and Zhang J ";;" `The MONKs problems A performance comparison of different learning algorithms ";" Carnegie Mellon University ";;;;" 1991 ";;;" The training and test data sets for the MONKs problems are available at the ftp site icsuciedu ";" December ";"thurn1991a  "
0;18982;" Vitek J Horspool R N and Uhl J S ";;" Compiletime analysis of objectoriented programs";;" Proceedings of the Fourth International Conference on Compiler Construction ";" Berlin Germany ";;1992;" pp 236250 ";" In Kastens U and Pfahler P Eds ";"volume 641 of Lecture Notes in Computer Science Paderborn Germany Oct ";;"vitek1992a "
0;18983;" Walter J HenkeFahle S & Bonhoeffer F ";;" 1987 Avoidance of posterior tectal membranes by temporal retinal axons ";;" Development 101 ";;;;" 909913 ";;;;"walter1987a "
0;18984;" Weiss Y Edelman S and Fahle M ";" 5 ";" Models of perceptual learning in vernier hyperacuity ";;;;;1993;" 695718 9 ";;;;"weiss1993a "
0;18985;" Weiss Y Edelman S and Fahle M ";" 5 ";" Models of perceptual learning in vernier hyperacuity ";;;;;1993;" 695718 ";;;;"weiss1993a "
0;18986;" Weiss Y Edelman S and Fahle M ";" 5 ";" Models of perceptual learning in vernier hyperacuity ";;;;;1993;" 695718 ";;;;"weiss1993a "
0;18987;" Weiss Y Edelman S and Fahle M ";" 5 ";" Models of perceptual learning in vernier hyperacuity ";;;;;1993;" 695718 ";;;;"weiss1993a "
0;18988;" Weiss Y Edelman S and Fahle M ";" 5 ";" Models of perceptual learning in vernier hyperacuity ";;;;;1993;" 695718 ";;;;"weiss1993a "
0;18989;" Weiss Y Edelman S and Fahle M ";" 5 ";" Models of perceptual learning in vernier hyperacuity ";;;;;1993;" 695718 ";;;;"weiss1993a "
0;18990;" White M & Fahlman S E ";;" ""Neuralbench benchmark collection"" ";;;;;1994;;;" Available by anonymous ftp to ftpcscmuedu in the /afs/cs/project/connect/bench directory ";;"white1994a "
0;18991;" Wholey Skef and Fahlman Scott E ";;" The design of an instruction set for Common Lisp ";;" In Proc 1984 ACM Symposium on Lisp and Functional Programming ACM SIGPLAN/SIGACT/SIGART ";" Austin Texas ";;" 1984 ";" 150158 ";;;" August ";"wholey1984a  "
